Emotion,Text
anger,The insurance cover is designed to protect intermediaries against suits for damages brought by irate customers . 
sadness,"Unfortunately Chris 's health suffered , and she became very depressed . "
joy, You're dancing so well . 
anger," you said it . Good beer , good music , and on top of that , there are so many hot girls here ! "
sadness, I'm sorry to hear it . What's wrong with her ? 
sadness,"In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish about the loss of her . "
joy,"When I passed my driving test, as it was the fifth time that I had taken this test."
joy,Sir : I am writing to say how delighted I am with your magazine ! 
joy,"` I think everyone is very pleased they 've changed their minds , "" said England 's most-capped player , Rory Underwood . "
sadness,When I was told that my friend's wife had cancer.
anger,"My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me."
neutral," Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . "
sadness, I'm really sorry I let you down . I'll make it up to you somehow . 
joy," OK , I'll meet you there . "
anger," No , but now he'll be in trouble . What's a boyfriend for ? To forget about Valentine's Day ? "
joy,Last Summer I achieved someting that I had been wanting for a long time.
neutral, Why not ? 
joy,He felt suddenly happy at being alive . 
anger,The outrageous conduct of a relative towards me and those close to me.(blaming us and lying)
anger, See you . 
anger, It's a brick ! I can't believe how stupid I was . Damn it ! 
joy,Being asked to go out by someone I care. 
joy,"An ex-colleague asked me if I was interested in working in their accounts bureau.  They needed \clever people\"" and he had \""immediately thought of me.\"""""
anger,When my sister broke my china tea set.
neutral," Oh , I see . "
neutral," Yes , of course.It was nice to see you . "
anger," Don ’ t criticize Mario or else I ’ ll start on those fat , drunk friends of yours ; they ’ re no saints . "
neutral, Yes . 
anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.
sadness,A case of unrequited love.
anger, I know . But I just can't stand her butting in when I was trying to emphasize a point . 
anger,This was the worst incident of my hostel life.  I was insulted by a close friend of mine on the eve of the New year and it totally spoiled my New year's night.
anger, I'll never again come to your side ; I am turn away now and can't return . 
neutral, She's ten . 
sadness,"Squeezed like despondent sardines , they looked as if they were huddling for warmth . "
joy, Let ’ s go for a joy ride . 
neutral, Okay . 
neutral, Thank you . 
joy,"After watching the 49ers lose game after game, year after year, I was finally rewarded with a Super Bowl victory which made me extremely happy."
joy," August bride . How nice ! By the way , who is going to be the matron of honor ? "
neutral, What face ? 
neutral, I will . 
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates."
sadness,Saying goodbye to a friend.
neutral," Yeas , when will you buy a house ? "
joy,I was emotionally happy when I was in love with the girl I had longed for.
sadness,When my grandmother died.
anger, I've had enough . 
sadness,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
joy,The contrast with her exhilaration on the frozen lake had come so swiftly . 
joy,Saw on TV China winning the gold medals.
joy,This man introduced me to an agent who didn't look all that excited to see me and was only obliging a friend . 
neutral, Good idea . 
anger,He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon . 
joy," It ’ s fine . I am actually from Mexico . I was in China on a business trip , visiting some local companies that manufacture bathroom products . "
neutral, sure . 
sadness,Kurzlinger hated Voss for what he had done and the man 's grief for his murdered love was not to be underestimated . 
anger,` I don't feel resentful that God has decided to take me before my allotted span . 
anger,"I learned that a class-mate had given a list, of peolpe who help each other in exams, to the professor."
joy, That sounds easy enough . 
joy,I started a new branch of studies after having failed a former one.  When I got back my exam papers I was very happy to know that I almost had full marks.
neutral, She's ten . 
joy,"The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Odessa . "
